version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8041;8041 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;575;575;5;570;3;572;137;125;179;184;66;69;24;22;86;79;19;23;0;19;0;5;0;1;9;4;17;4;0;6;2;2;0;2;0;1;31;26;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8042;8042 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;503;503;4;499;3;500;157;159;143;145;47;45;12;9;79;73;20;22;0;8;0;4;0;1;6;3;4;1;0;2;1;1;0;0;0;0;30;27;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8043;8043 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;673;673;3;670;0;673;134;125;248;249;66;64;29;23;116;113;35;42;0;11;0;5;0;0;7;3;7;1;0;3;1;0;0;1;0;1;27;32;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8044;8044 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;672;672;5;667;1;671;123;114;241;248;91;80;35;32;97;91;31;44;0;12;0;5;0;1;2;0;20;6;0;4;1;0;0;2;0;1;26;31;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8045;8045 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;591;591;3;588;1;590;163;149;144;156;49;42;23;22;117;113;30;32;0;10;0;5;0;2;8;7;8;2;0;7;0;1;0;1;0;0;46;41;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8046;8046 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;785;785;2;783;0;785;183;152;261;270;86;97;31;35;133;122;39;45;0;20;0;5;0;1;4;0;23;9;0;2;2;0;0;4;0;2;21;18;0;0;0;3
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8047;8047 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;351;351;2;349;2;349;120;105;75;83;17;19;14;15;74;70;24;30;0;1;0;4;0;1;3;1;0;0;0;0;2;0;0;0;0;1;20;19;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8048;8048 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;355;355;1;354;0;355;113;96;74;72;17;16;7;9;78;81;23;32;0;8;0;5;0;0;3;2;8;2;0;2;0;0;0;3;0;2;31;25;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8049;8049 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;499;499;3;496;1;498;149;128;157;163;64;63;12;11;61;57;26;36;0;13;0;2;0;0;5;3;6;3;0;1;1;0;0;0;0;2;15;16;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8050;8050 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;655;655;6;649;3;652;145;125;251;253;77;81;20;27;89;86;24;37;0;11;0;4;0;1;4;0;14;5;0;0;0;0;0;2;0;0;25;20;0;0;0;0
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8051;8051 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;830;830;5;825;0;830;214;182;265;281;70;71;31;21;139;129;33;52;0;16;0;4;0;3;6;5;17;6;0;7;0;1;0;2;0;3;50;46;0;0;0;1
0.3;05914000;23.02.2025;Wahl zum Deutschen Bundestag;8052;8052 Briefwahlbezirk;23.02.2025 16:34:22 780;0;0;0;0;319;319;2;317;2;317;91;74;85;95;23;27;10;7;56;52;17;22;0;9;0;1;0;0;1;0;14;1;0;2;1;0;0;0;0;2;19;25;0;0;0;0
