Stimmbezirk;S_Name;S_URL;Stadtbezirk;Wahlbezirk;W_Name;W_URL
6015;Briefwahlbezirk 6015;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6015.html;Hagen-Nord;15;15 Vorhalle/Eckesey;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_15_VorhalleEckesey.html
6016;Briefwahlbezirk 6016;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6016.html;Hohenlimburg;16;16 Hohenlimburg-Nord;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_16_HohenlimburgNord.html
6017;Briefwahlbezirk 6017;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6017.html;Hohenlimburg;17;17 Hohenlimburg-Ost;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_17_HohenlimburgOst.html
6018;Briefwahlbezirk 6018;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6018.html;Hohenlimburg;18;18 Hohenlimburg-Süd;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_18_HohenlimburgSued.html
6019;Briefwahlbezirk 6019;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6019.html;Hohenlimburg;19;19 Hohenlimburg-West;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_19_HohenlimburgWest.html
6020;Briefwahlbezirk 6020;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6020.html;Eilpe/Dahl;20;20 Eilpe-Zentrum/Oberhagen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_20_EilpeZentrumOberhagen.html
6021;Briefwahlbezirk 6021;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6021.html;Eilpe/Dahl;21;21 Eilper Feld/Delstern;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_21_Eilper_FeldDelstern.html
6022;Briefwahlbezirk 6022;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6022.html;Eilpe/Dahl;22;22 Dahl/Volmetal;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_22_DahlVolmetal.html
6023;Briefwahlbezirk 6023;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6023.html;Haspe;23;23 Geweke/Spielbrink;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_23_GewekeSpielbrink.html
6024;Briefwahlbezirk 6024;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6024.html;Haspe;24;24 Haspe-Mitte/Kückelhausen;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_24_HaspeMitteKueckelhausen.html
6025;Briefwahlbezirk 6025;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6025.html;Haspe;25;25 Hestert/Steinplatz;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_25_HestertSteinplatz.html
6026;Briefwahlbezirk 6026;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Stimmbezirk_Briefwahlbezirk_6026.html;Haspe;26;26 Westerbauer/Quambusch;http://www.wahlergebnisse.stadt-hagen.de/prod/KW2020/05914000/html5/Ratswahl_NRW_205_Wahlbezirk_26_WesterbauerQuambusch.html
