PLZ;Ort;Straße;Hausnummer;X;Y;Stimmbezirk;WahlbezirkId
58095;Hagen;Lützowstraße;4;32394105,31;5691004,61;1083;08
58095;Hagen;Lützowstraße;5;32394114,823;5691029,563;1082;08
58095;Hagen;Lützowstraße;7;32394126,007;5691035,229;1082;08
58095;Hagen;Lützowstraße;8;32394122,466;5691011,536;1083;08
58095;Hagen;Lützowstraße;9;32394136,859;5691041,221;1082;08
58095;Hagen;Lützowstraße;10;32394133,079;5691017,265;1083;08
58095;Hagen;Lützowstraße;12;32394144,202;5691023,505;1083;08
58095;Hagen;Lützowstraße;13;32394164,627;5691056,954;1082;08
58095;Hagen;Lützowstraße;14;32394155,415;5691030,024;1083;08
58095;Hagen;Lützowstraße;15;32394178,881;5691070,076;1082;08
58095;Hagen;Lützowstraße;15a;32394194,101;5691078,901;1082;08
58095;Hagen;Lützowstraße;16;32394167,19;5691036,869;1083;08
58095;Hagen;Lützowstraße;17;32394211,193;5691083,998;1082;08
58095;Hagen;Lützowstraße;18;32394177,894;5691042,929;1083;08
58095;Hagen;Lützowstraße;19;32394221,321;5691089,882;1082;08
58095;Hagen;Lützowstraße;20;32394189,364;5691049,335;1083;08
58095;Hagen;Lützowstraße;21;32394242,795;5691103,615;???Nummer;
58095;Hagen;Lützowstraße;22;32394201,436;5691056,142;1083;08
58095;Hagen;Lützowstraße;23;32394260,795;5691129,7;???Nummer;
58095;Hagen;Lützowstraße;24;32394213,879;5691063,19;1083;08
58095;Hagen;Lützowstraße;26;32394230,105;5691072,641;1083;08
58095;Hagen;Lützowstraße;28;32394242,416;5691080,396;1083;08
58095;Hagen;Lützowstraße;30;32394253,329;5691087,909;1083;08
58095;Hagen;Lützowstraße;32;32394265,509;5691096,295;1083;08
58095;Hagen;Lützowstraße;34;32394279,734;5691106,09;1083;08
58095;Hagen;Lützowstraße;36;32394293,398;5691115,47;1083;08
58095;Hagen;Lützowstraße;38;32394307,117;5691124,932;1083;08
58095;Hagen;Lützowstraße;40;32394318,076;5691132,506;1083;08
58095;Hagen;Lützowstraße;42;32394330,754;5691141,2;1083;08
58095;Hagen;Lützowstraße;43;32394384,278;5691232,936;???Nummer;
58095;Hagen;Lützowstraße;45;32394404,254;5691219,939;1023;02
58095;Hagen;Lützowstraße;45a;32394395,263;5691213,563;1023;02
58095;Hagen;Lützowstraße;46;32394384,89;5691158,225;1083;08
58095;Hagen;Lützowstraße;47;32394423,913;5691233,392;1023;02
58095;Hagen;Lützowstraße;49;32394456,332;5691253,435;1023;02
58095;Hagen;Lützowstraße;50;32394430,97;5691210,03;1082;08
58095;Hagen;Lützowstraße;50a;32394455,786;5691201,217;1082;08
58095;Hagen;Lützowstraße;51;32394470,391;5691265,053;1023;02
58095;Hagen;Lützowstraße;52;32394438,858;5691215,49;1082;08
58095;Hagen;Lützowstraße;53;32394480,314;5691271,486;1023;02
58095;Hagen;Lützowstraße;54;32394482,758;5691244,844;1082;08
58095;Hagen;Lützowstraße;54a;32394496,311;5691254,149;1082;08
58095;Hagen;Lützowstraße;55;32394496,551;5691284,527;1023;02
58095;Hagen;Lützowstraße;56;32394508,463;5691262,492;1082;08
58095;Hagen;Lützowstraße;57;32394506,449;5691290,366;1023;02
58095;Hagen;Lützowstraße;58;32394518,714;5691269,529;1082;08
58095;Hagen;Lützowstraße;59;32394521,623;5691302,099;1023;02
58095;Hagen;Lützowstraße;60;32394527,176;5691275,338;1082;08
58095;Hagen;Lützowstraße;60a;32394543,183;5691254,738;1082;08
58095;Hagen;Lützowstraße;61;32394574,807;5691331,002;1023;02
58095;Hagen;Lützowstraße;62;32394539,218;5691283,605;1082;08
58095;Hagen;Lützowstraße;62a;32394549,236;5691271,142;1082;08
58095;Hagen;Lützowstraße;63;32394591,49;5691348,89;1023;02
58095;Hagen;Lützowstraße;64;32394550,573;5691291,4;1082;08
58095;Hagen;Lützowstraße;65;32394603,3;5691356,851;1023;02
58095;Hagen;Lützowstraße;66;32394611,722;5691326,876;1084;08
58095;Hagen;Lützowstraße;67;32394617,863;5691367,813;1023;02
58095;Hagen;Lützowstraße;68;32394626,149;5691336,65;1084;08
58095;Hagen;Lützowstraße;69;32394626,862;5691372,402;1023;02
58095;Hagen;Lützowstraße;70;32394669,454;5691364,979;1084;08
58095;Hagen;Lützowstraße;71;32394644,137;5691386,81;1023;02
58095;Hagen;Lützowstraße;72;32394687,636;5691377,428;1084;08
58095;Hagen;Lützowstraße;73;32394663,902;5691399,387;1054;05
58095;Hagen;Lützowstraße;73b;32394657,699;5691417,383;1054;05
58095;Hagen;Lützowstraße;73c;32394677,441;5691408,703;1054;05
58095;Hagen;Lützowstraße;74;32394703,668;5691389,925;1081;08
58095;Hagen;Lützowstraße;74a;32394731,363;5691406,783;1081;08
58095;Hagen;Lützowstraße;75;32394698,399;5691423,005;1054;05
58095;Hagen;Lützowstraße;76;32394753,784;5691420,027;1081;08
58095;Hagen;Lützowstraße;77;32394719,273;5691436,709;1054;05
58095;Hagen;Lützowstraße;78;32394769,604;5691428,299;1081;08
58095;Hagen;Lützowstraße;79;32394727,4;5691443,654;1054;05
58095;Hagen;Lützowstraße;79a;32394750,349;5691456,816;1054;05
58095;Hagen;Lützowstraße;81;32394765,217;5691470,857;1054;05
58095;Hagen;Lützowstraße;82;32394816,821;5691457,358;1081;08
58095;Hagen;Lützowstraße;83;32394783,458;5691479,651;1054;05
58095;Hagen;Lützowstraße;84;32394838,442;5691472,563;1081;08
58095;Hagen;Lützowstraße;85;32394800,745;5691490,844;1054;05
58095;Hagen;Lützowstraße;87;32394818,442;5691502,827;1054;05
58095;Hagen;Lützowstraße;88;32394864,429;5691493,19;1081;08
58095;Hagen;Lützowstraße;89;32394834,375;5691513,682;1054;05
58095;Hagen;Lützowstraße;90;32394878,578;5691502,759;1081;08
58095;Hagen;Lützowstraße;91;32394851,959;5691526,404;1054;05
58095;Hagen;Lützowstraße;92a;32394916,297;5691510,741;1081;08
58095;Hagen;Lützowstraße;93;32394864,508;5691536,625;1054;05
58095;Hagen;Lützowstraße;96;32394941,748;5691544,571;1081;08
58095;Hagen;Lützowstraße;97;32394922,616;5691580,098;1054;05
58095;Hagen;Lützowstraße;98;32394955,544;5691553,688;1081;08
58095;Hagen;Lützowstraße;99;32394942,762;5691612,052;1054;05
58095;Hagen;Lützowstraße;100;32394980,969;5691566,309;1081;08
58095;Hagen;Lützowstraße;101;32394979,342;5691612,058;1054;05
58095;Hagen;Lützowstraße;102;32395000,349;5691567,579;1081;08
58095;Hagen;Lützowstraße;103;32394997,9;5691621,993;1054;05
58095;Hagen;Lützowstraße;104;32395022,096;5691591,46;1081;08
58095;Hagen;Lützowstraße;105;32395017,589;5691635,604;1054;05
58095;Hagen;Lützowstraße;106;32395041,005;5691588,845;1081;08
58095;Hagen;Lützowstraße;107;32395007,841;5691649,842;1054;05
58095;Hagen;Lützowstraße;108;32395061,01;5691617,129;1081;08
58095;Hagen;Lützowstraße;109;32395043,183;5691655,463;1054;05
58095;Hagen;Lützowstraße;109a;32395033,06;5691670,031;1054;05
58095;Hagen;Lützowstraße;110;32395077,92;5691611,481;1081;08
58095;Hagen;Lützowstraße;111;32395073,204;5691683,785;1054;05
58095;Hagen;Lützowstraße;111a;32395055,327;5691707,959;1054;05
58095;Hagen;Lützowstraße;111b;32395095,97;5691703,916;1054;05
58095;Hagen;Lützowstraße;112;32395094,336;5691647,652;1081;08
58095;Hagen;Lützowstraße;113;32395167,576;5691768,611;1054;05
58095;Hagen;Lützowstraße;114;32395108,112;5691636,14;1081;08
58095;Hagen;Lützowstraße;115;32395170,86;5691841,643;???Nummer;
58095;Hagen;Lützowstraße;116;32395122,313;5691624,398;1081;08
58095;Hagen;Lützowstraße;117;32395186,994;5691895,002;???Nummer;
58095;Hagen;Lützowstraße;118;32395144,301;5691664,155;1081;08
58095;Hagen;Lützowstraße;118a;32395131,933;5691669,745;1081;08
58095;Hagen;Lützowstraße;119;32395227,247;5691920,556;???Nummer;
58095;Hagen;Lützowstraße;120;32395165,168;5691714,419;1081;08
58095;Hagen;Lützowstraße;121;32395258,114;5691862,144;???Nummer;
58095;Hagen;Lützowstraße;124;32395207,773;5691731,33;1081;08
58095;Hagen;Lützowstraße;125;32395291,237;5691890,671;???Nummer;
58095;Hagen;Lützowstraße;125a;32395278,301;5691907,231;???Nummer;
58095;Hagen;Lützowstraße;126;32395192,631;5691752,096;1081;08
58095;Hagen;Lützowstraße;126a;32395197,955;5691755,82;1081;08
58095;Hagen;Lützowstraße;130;32395218,223;5691773,38;1081;08
58095;Hagen;Lützowstraße;132;32395229,491;5691783,45;1081;08
58095;Hagen;Lützowstraße;134;32395246,79;5691799,337;1081;08
58095;Hagen;Lützowstraße;136;32395279,406;5691828,021;1081;08
58095;Hagen;Lützowstraße;138;32395295,548;5691841,376;1081;08
58089;Hagen;Lycker Straße;1;32390208,809;5693113,852;2151;15
58089;Hagen;Lycker Straße;1a;32390202,856;5693110,845;2151;15
58089;Hagen;Lycker Straße;2;32390192,467;5693130,02;2151;15
58089;Hagen;Lycker Straße;2a;32390185,314;5693126,172;2151;15
58089;Hagen;Lycker Straße;3;32390196,953;5693107,864;2151;15
58089;Hagen;Lycker Straße;3a;32390190,989;5693104,853;2151;15
58089;Hagen;Lycker Straße;3b;32390188,075;5693100,466;2151;15
58089;Hagen;Lycker Straße;4;32390178,504;5693122,495;2151;15
58089;Hagen;Lycker Straße;5;32390178,708;5693095,019;2151;15
58089;Hagen;Lycker Straße;6;32390171,533;5693118,851;2151;15
58089;Hagen;Lycker Straße;7;32390172,671;5693091,991;2151;15
58089;Hagen;Lycker Straße;8;32390157,186;5693107,972;2151;15
58089;Hagen;Lycker Straße;9;32390166,704;5693088,988;2151;15
58089;Hagen;Lycker Straße;10;32390150,129;5693104,37;2151;15
58089;Hagen;Lycker Straße;11;32390153,378;5693079,943;2151;15
58089;Hagen;Lycker Straße;12;32390137,147;5693095,39;2151;15
58089;Hagen;Lycker Straße;13;32390147,62;5693076,979;2151;15
58089;Hagen;Lycker Straße;14;32390129,829;5693091,664;2151;15
58089;Hagen;Lycker Straße;15;32390140,674;5693073,416;2151;15
58089;Hagen;Lycker Straße;16;32390116,798;5693083,296;2151;15
58089;Hagen;Lycker Straße;17;32390127,171;5693064,937;2151;15
58089;Hagen;Lycker Straße;18;32390109,87;5693079,782;2151;15
58089;Hagen;Lycker Straße;18a;32390103,947;5693084,426;2151;15
58089;Hagen;Lycker Straße;19;32390121,241;5693061,929;2151;15
58089;Hagen;Lycker Straße;20;32390090,451;5693076,068;2151;15
58089;Hagen;Lycker Straße;21;32390115,343;5693058,931;2151;15
58089;Hagen;Lycker Straße;22;32390083,915;5693071,741;2151;15
58089;Hagen;Lycker Straße;23;32390109,368;5693055,927;2151;15
58089;Hagen;Lycker Straße;24;32390072,429;5693056,8;2151;15
58089;Hagen;Lycker Straße;26;32390073,481;5693048,706;2151;15
58089;Hagen;Lycker Straße;28;32390074,869;5693040,782;2151;15
58089;Hagen;Lycker Straße;30;32390076,329;5693032,984;2151;15
58091;Hagen;Mäcking;1;32394331,219;5686768,246;4212;21
58091;Hagen;Mäcking;2;32394282,424;5686710,481;4212;21
58091;Hagen;Mäcking;10;32394320,311;5686561,205;4212;21
58091;Hagen;Mäckingerbach;30;32394160,638;5687726,627;???Straße;
58091;Hagen;Mäckingerbach;50;32394339,508;5687186,986;???Straße;
58097;Hagen;Mainstraße;1;32393675,17;5691854,861;1025;02
58097;Hagen;Mainstraße;3;32393684,559;5691864,887;1025;02
58097;Hagen;Mainstraße;4;32393727,304;5691898,073;1025;02
58097;Hagen;Mainstraße;5;32393694,044;5691881,634;1025;02
58097;Hagen;Mainstraße;6;32393734,101;5691918,774;1025;02
58097;Hagen;Mainstraße;7;32393701,527;5691895,523;1025;02
58097;Hagen;Mainstraße;8;32393736,336;5691927,924;1025;02
58097;Hagen;Mainstraße;9;32393708,865;5691907,747;1025;02
58097;Hagen;Mainstraße;10;32393739,413;5691958,877;1025;02
58097;Hagen;Mainstraße;11;32393713,175;5691922,972;1025;02
58097;Hagen;Mainstraße;12;32393739,271;5691966,102;1025;02
58097;Hagen;Mainstraße;13;32393716,9;5691979,824;1025;02
58097;Hagen;Mainstraße;14;32393737,692;5691981,692;1025;02
58097;Hagen;Mainstraße;15;32393712,459;5692004,024;1025;02
58097;Hagen;Mainstraße;16;32393736,702;5691990,101;1025;02
58097;Hagen;Mainstraße;17;32393710,248;5692012,673;1025;02
58097;Hagen;Mainstraße;18;32393734,435;5692003,044;1025;02
58097;Hagen;Mainstraße;20;32393733,103;5692008,477;1025;02
58097;Hagen;Mainstraße;22;32393728,687;5692023,041;1025;02
58097;Hagen;Mainstraße;24;32393726,374;5692029,711;1025;02
58097;Hagen;Mainstraße;26;32393720,551;5692044,249;1025;02
58097;Hagen;Mainstraße;28;32393717,73;5692050,104;1025;02
58097;Hagen;Mainstraße;30;32393719,767;5692073,04;1025;02
58097;Hagen;Mainstraße;31;32393566,373;5692050,772;1025;02
58097;Hagen;Mainstraße;32;32393716,142;5692078,559;1025;02
58097;Hagen;Mainstraße;32a;32393687,631;5692078,998;1025;02
58097;Hagen;Mainstraße;34;32393671,243;5692076,53;1025;02
58097;Hagen;Mainstraße;36;32393655,718;5692082,021;1025;02
58097;Hagen;Mainstraße;38;32393638,935;5692084,269;1025;02
58097;Hagen;Mainstraße;40;32393621,68;5692084,345;1025;02
58097;Hagen;Mainstraße;42;32393602,321;5692081,375;1025;02
58097;Hagen;Mainstraße;44;32393585,827;5692079,923;1025;02
58097;Hagen;Mainstraße;46;32393570,758;5692076,037;1025;02
58097;Hagen;Mainstraße;48;32393556,973;5692070,407;1025;02
58097;Hagen;Mainstraße;50;32393541,491;5692063,21;1025;02
58093;Hagen;Mallnitzer Straße;1;32396160,269;5690510,432;1062;06
58093;Hagen;Mallnitzer Straße;1a;32396169,851;5690478,734;1062;06
58093;Hagen;Mallnitzer Straße;1b;32396165,063;5690477,255;1062;06
58093;Hagen;Mallnitzer Straße;1c;32396160,277;5690476,599;1062;06
58093;Hagen;Mallnitzer Straße;1d;32396155,449;5690476,662;1062;06
58093;Hagen;Mallnitzer Straße;1e;32396150,556;5690477,56;1062;06
58093;Hagen;Mallnitzer Straße;1f;32396146,08;5690479,14;1062;06
58093;Hagen;Mallnitzer Straße;1g;32396141,641;5690481,512;1062;06
58093;Hagen;Mallnitzer Straße;2;32396194,563;5690502,603;1062;06
58093;Hagen;Mallnitzer Straße;2a;32396191,504;5690475,736;1062;06
58093;Hagen;Mallnitzer Straße;3;32396154,728;5690514,72;1062;06
58093;Hagen;Mallnitzer Straße;4;32396204,748;5690512,208;1062;06
58093;Hagen;Mallnitzer Straße;5;32396147,681;5690517,489;1062;06
58093;Hagen;Mallnitzer Straße;6;32396214,985;5690521,86;1062;06
58093;Hagen;Mallnitzer Straße;7;32396141,858;5690521,996;1062;06
58093;Hagen;Mallnitzer Straße;8;32396225,377;5690531,765;1062;06
58093;Hagen;Mallnitzer Straße;9;32396135,194;5690524,644;1062;06
58093;Hagen;Mallnitzer Straße;10;32396235,287;5690541,103;1062;06
58093;Hagen;Mallnitzer Straße;11;32396129,525;5690528,998;1062;06
58093;Hagen;Mallnitzer Straße;12;32396246,15;5690551,24;1062;06
58093;Hagen;Mallnitzer Straße;13;32396122,362;5690531,996;1062;06
58093;Hagen;Mallnitzer Straße;14;32396256,24;5690560,748;1062;06
58093;Hagen;Mallnitzer Straße;15;32396117,271;5690535,895;1062;06
58093;Hagen;Mallnitzer Straße;16;32396266,398;5690570,332;1062;06
58093;Hagen;Mallnitzer Straße;17;32396186,944;5690535,181;1062;06
58093;Hagen;Mallnitzer Straße;18;32396276,331;5690579,367;1062;06
58093;Hagen;Mallnitzer Straße;19;32396180,882;5690539,835;1062;06
58093;Hagen;Mallnitzer Straße;20;32396303,808;5690587,241;1062;06
58093;Hagen;Mallnitzer Straße;21;32396174,294;5690542,306;1062;06
58093;Hagen;Mallnitzer Straße;23;32396168,39;5690546,838;1062;06
58093;Hagen;Mallnitzer Straße;24;32396316,454;5690621,106;1062;06
58093;Hagen;Mallnitzer Straße;25;32396161,328;5690549,707;1062;06
58093;Hagen;Mallnitzer Straße;26;32396320,715;5690616,141;1062;06
58093;Hagen;Mallnitzer Straße;27;32396156,199;5690553,659;1062;06
58093;Hagen;Mallnitzer Straße;28;32396325,138;5690611,008;1062;06
58093;Hagen;Mallnitzer Straße;29;32396148,903;5690556,775;1062;06
58093;Hagen;Mallnitzer Straße;30;32396301,187;5690626,351;1062;06
58093;Hagen;Mallnitzer Straße;31;32396143,83;5690560,69;1062;06
58093;Hagen;Mallnitzer Straße;33;32396213,61;5690559,962;1062;06
58093;Hagen;Mallnitzer Straße;35;32396208,039;5690564,181;1062;06
58093;Hagen;Mallnitzer Straße;37;32396201,813;5690566,532;1062;06
58093;Hagen;Mallnitzer Straße;39;32396196,271;5690570,728;1062;06
58093;Hagen;Mallnitzer Straße;41;32396190,06;5690572,98;1062;06
58093;Hagen;Mallnitzer Straße;43;32396185,032;5690576,803;1062;06
58093;Hagen;Mallnitzer Straße;45;32396178,34;5690579,482;1062;06
58093;Hagen;Mallnitzer Straße;47;32396173,201;5690583,384;1062;06
58093;Hagen;Mallnitzer Straße;49;32396240,03;5690585,615;1062;06
58093;Hagen;Mallnitzer Straße;51;32396234,43;5690589,871;1062;06
58093;Hagen;Mallnitzer Straße;53;32396226,859;5690593,048;1062;06
58093;Hagen;Mallnitzer Straße;55;32396221,683;5690596,981;1062;06
58093;Hagen;Mallnitzer Straße;57;32396214,733;5690599,901;1062;06
58093;Hagen;Mallnitzer Straße;59;32396209,38;5690603,923;1062;06
58093;Hagen;Mallnitzer Straße;61;32396202,478;5690606,813;1062;06
58093;Hagen;Mallnitzer Straße;63;32396196,619;5690611,285;1062;06
58093;Hagen;Mallnitzer Straße;65;32396266,457;5690610,513;1062;06
58093;Hagen;Mallnitzer Straße;67;32396261,191;5690614,571;1062;06
58093;Hagen;Mallnitzer Straße;69;32396254,234;5690617,207;1062;06
58093;Hagen;Mallnitzer Straße;71;32396248,615;5690621,546;1062;06
58093;Hagen;Mallnitzer Straße;73;32396241,049;5690624,924;1062;06
58093;Hagen;Mallnitzer Straße;75;32396235,664;5690629,083;1062;06
58093;Hagen;Mallnitzer Straße;77;32396228,702;5690631,775;1062;06
58093;Hagen;Mallnitzer Straße;79;32396223,512;5690635,777;1062;06
58093;Hagen;Malmedystraße;13;32395143,268;5690764,725;1061;06
58093;Hagen;Malmedystraße;15;32395133,534;5690749,667;1061;06
58093;Hagen;Malmedystraße;17;32395127,911;5690744,482;1061;06
58093;Hagen;Malmedystraße;19;32395113,309;5690731,639;1061;06
58093;Hagen;Malmedystraße;21;32395108,763;5690728,373;1061;06
58093;Hagen;Malmedystraße;23;32395096,432;5690717,745;1061;06
58093;Hagen;Malmedystraße;25;32395091,906;5690714,676;1061;06
58093;Hagen;Malmedystraße;27;32395078,703;5690701,112;1061;06
58093;Hagen;Malmedystraße;29;32395073,838;5690697,849;1061;06
58093;Hagen;Malmedystraße;31;32395060,78;5690683,453;1061;06
58093;Hagen;Malmedystraße;33;32395054,826;5690679,352;1061;06
58093;Hagen;Malmedystraße;35;32395043,686;5690665,094;1061;06
58093;Hagen;Malmedystraße;37;32395037,408;5690660,606;1061;06
58093;Hagen;Malmedystraße;39;32394994,115;5690617,268;1061;06
58093;Hagen;Malmedystraße;39a;32395011,656;5690636,884;1061;06
58093;Hagen;Malmedystraße;41;32394978,833;5690600,744;1061;06
58093;Hagen;Malmedystraße;43;32394961,474;5690581,361;1061;06
58099;Hagen;Malmkestraße;1;32392911,675;5693474,589;2142;14
58099;Hagen;Malmkestraße;1a;32392921,022;5693486,247;2142;14
58099;Hagen;Malmkestraße;3;32392928,73;5693499,948;2142;14
58099;Hagen;Malmkestraße;3a;32392931,197;5693514,391;2142;14
58099;Hagen;Malmkestraße;4;32392956,428;5693513,354;2142;14
58099;Hagen;Malmkestraße;5;32392940,837;5693527,659;2142;14
58099;Hagen;Malmkestraße;6;32392961,878;5693523,228;2142;14
58099;Hagen;Malmkestraße;8;32392974,807;5693539,103;2142;14
58099;Hagen;Malmkestraße;10;32392979,791;5693560,777;2142;14
58099;Hagen;Malmkestraße;10a;32392984,524;5693551,489;2142;14
58099;Hagen;Malmkestraße;11;32392959,81;5693568,367;2142;14
58099;Hagen;Malmkestraße;12;32392994,809;5693572,144;2142;14
58099;Hagen;Malmkestraße;13;32392981,155;5693595,229;2142;14
58099;Hagen;Malmkestraße;14;32393003,662;5693597,146;2142;14
58099;Hagen;Malmkestraße;15;32392986,954;5693614,123;2142;14
58099;Hagen;Malmkestraße;16;32393007,502;5693611,755;2142;14
58099;Hagen;Malmkestraße;17;32392988,853;5693633,366;2142;14
58099;Hagen;Malmkestraße;18;32393010,711;5693623,419;2142;14
58099;Hagen;Malmkestraße;19;32392990,506;5693646,911;2142;14
58099;Hagen;Malmkestraße;19a;32392993,326;5693659,984;2142;14
58099;Hagen;Malmkestraße;20;32393017,033;5693646,998;2142;14
58099;Hagen;Malmkestraße;22;32393021,361;5693682,472;2142;14
58099;Hagen;Malmkestraße;24;32393054,701;5693753,677;2142;14
58099;Hagen;Malmkestraße;24a;32393061,329;5693745,388;2142;14
58099;Hagen;Malmkestraße;24b;32393082,422;5693741,416;2142;14
58099;Hagen;Malmkestraße;25;32392995,226;5693783,058;2144;14
58099;Hagen;Malmkestraße;27;32393033,601;5693783,977;2144;14
58099;Hagen;Malmkestraße;28;32393109,335;5693833,06;2144;14
58099;Hagen;Malmkestraße;28a;32393102,154;5693829,541;2144;14
58099;Hagen;Malmkestraße;29;32393042,561;5693800,682;2144;14
58099;Hagen;Malmkestraße;30;32393120,188;5693834,373;2144;14
58099;Hagen;Malmkestraße;31;32393082,03;5693868,282;2144;14
58099;Hagen;Malmkestraße;32;32393129,434;5693835,492;2144;14
58099;Hagen;Malmkestraße;33;32393103,805;5693895,624;2144;14
58099;Hagen;Malmkestraße;34;32393136,798;5693838,293;2144;14
58099;Hagen;Malmkestraße;35;32393112,316;5693912,874;2144;14
58099;Hagen;Malmkestraße;36;32393144,147;5693841,326;2144;14
58099;Hagen;Malmkestraße;37;32393124,476;5693925,225;2144;14
58099;Hagen;Malmkestraße;38;32393151,517;5693844,14;2144;14
58099;Hagen;Malmkestraße;39;32393133,822;5693942,858;2144;14
58099;Hagen;Malmkestraße;39a;32393083,248;5693976,055;2144;14
58099;Hagen;Malmkestraße;40;32393158,619;5693846,957;2144;14
58099;Hagen;Malmkestraße;42;32393120,608;5693862,184;2144;14
58099;Hagen;Malmkestraße;42a;32393112,928;5693860,88;2144;14
58099;Hagen;Malmkestraße;44;32393127,766;5693864,715;2144;14
58099;Hagen;Malmkestraße;46;32393141,227;5693870,431;2144;14
58099;Hagen;Malmkestraße;48;32393148,505;5693873,375;2144;14
58099;Hagen;Malmkestraße;50;32393155,638;5693876,39;2144;14
58099;Hagen;Malmkestraße;52;32393160,488;5693880,197;2144;14
58099;Hagen;Malmkestraße;62;32393251,402;5693980,193;2144;14
58089;Hagen;Malmkestraße;64;32393395,555;5694341,96;???Nummer;
58089;Hagen;Malmkestraße;66;32393443,165;5694368,28;2114;11
58089;Hagen;Malmkestraße;68;32393448,027;5694388,354;???Nummer;
58099;Hagen;Malmkestraße;111;32393571,444;5694729,377;???Nummer;
58089;Hagen;Margaretenstraße;4;32391676,354;5690975,43;1102;10
58089;Hagen;Margaretenstraße;4a;32391684,7;5690990,974;1102;10
58089;Hagen;Margaretenstraße;4b;32391682,08;5690997,555;1102;10
58089;Hagen;Margaretenstraße;6;32391684,844;5691014,67;1102;10
58089;Hagen;Margaretenstraße;7;32391639,171;5690948,637;1102;10
58089;Hagen;Margaretenstraße;8;32391692,28;5691017,83;1102;10
58089;Hagen;Margaretenstraße;9;32391645,315;5690964,925;1102;10
58089;Hagen;Margaretenstraße;10;32391699,664;5691029,412;1102;10
58089;Hagen;Margaretenstraße;10a;32391675,626;5691035,602;1102;10
58089;Hagen;Margaretenstraße;11;32391641,8;5691001,206;1102;10
58089;Hagen;Margaretenstraße;13;32391648,387;5691012,425;1102;10
58089;Hagen;Margaretenstraße;14;32391657,194;5691129,353;1102;10
58089;Hagen;Margaretenstraße;14a;32391655,707;5691133,628;1102;10
58089;Hagen;Margaretenstraße;15;32391644,956;5691031,815;1102;10
58089;Hagen;Margaretenstraße;16;32391654,446;5691145,215;1102;10
58089;Hagen;Margaretenstraße;16a;32391652,257;5691151,668;1102;10
58089;Hagen;Margaretenstraße;18;32391645,433;5691161,626;1102;10
58089;Hagen;Margaretenstraße;18a;32391643,666;5691166,896;1102;10
58089;Hagen;Margaretenstraße;19;32391642,464;5691080,833;1102;10
58089;Hagen;Margaretenstraße;20;32391639,29;5691178,474;1102;10
58089;Hagen;Margaretenstraße;21;32391640,906;5691095,644;1102;10
58089;Hagen;Margaretenstraße;22;32391599,854;5691245,798;1102;10
58089;Hagen;Margaretenstraße;24;32391630,984;5691247,433;1102;10
58089;Hagen;Margaretenstraße;25;32391330,574;5691080,772;1102;10
58089;Hagen;Margaretenstraße;26;32391662,572;5691249,304;1102;10
58089;Hagen;Margaretenstraße;27;32391628,984;5691123,459;1102;10
58089;Hagen;Margaretenstraße;27a;32391602,539;5691155,979;1102;10
58089;Hagen;Margaretenstraße;29;32391612,914;5691182,723;1102;10
58089;Hagen;Margaretenstraße;29a;32391603,694;5691196,626;1102;10
58089;Hagen;Margaretenstraße;33;32391562,616;5691237,294;1102;10
58089;Hagen;Margaretenstraße;33a;32391575,563;5691224,608;1102;10
58089;Hagen;Margaretenstraße;35;32391549,137;5691246,326;1102;10
58089;Hagen;Margaretenstraße;37;32391539,977;5691246,35;1102;10
58095;Hagen;Mariengasse;2;32393619,246;5690431,524;1013;01
58095;Hagen;Mariengasse;4;32393631,622;5690443,417;1013;01
58095;Hagen;Mariengasse;6;32393645,833;5690456,937;1013;01
58095;Hagen;Mariengasse;7;32393657,223;5690495,001;1013;01
58095;Hagen;Mariengasse;8;32393657,601;5690468,071;1013;01
58095;Hagen;Marienstraße;1;32393772,952;5690609,183;1013;01
58095;Hagen;Marienstraße;2;32393755,372;5690617,008;1013;01
58095;Hagen;Marienstraße;3;32393765,177;5690596,353;1013;01
58095;Hagen;Marienstraße;4;32393749,552;5690604,814;1013;01
58095;Hagen;Marienstraße;5;32393757,604;5690583,86;1013;01
58095;Hagen;Marienstraße;6;32393742,962;5690593,974;1013;01
58095;Hagen;Marienstraße;7;32393749,244;5690570,072;1013;01
58135;Hagen;Markanaplatz;1;32390448,947;5689428,727;???Straße;
58135;Hagen;Markanastraße;2;32390378,556;5689434,855;5241;24
58135;Hagen;Markanastraße;4;32390388,722;5689438,592;5241;24
58135;Hagen;Markanastraße;6;32390399,111;5689442,412;5241;24
58135;Hagen;Märkische Straße;1;32390787,487;5689663,794;5243;24
58135;Hagen;Märkische Straße;2;32390797,222;5689650,772;5243;24
58135;Hagen;Märkische Straße;3;32390800,098;5689669,659;5243;24
58135;Hagen;Märkische Straße;4;32390810,565;5689657,016;5243;24
58135;Hagen;Märkische Straße;5;32390814,468;5689676,334;5243;24
58135;Hagen;Märkische Straße;6;32390820,172;5689661,499;5243;24
58135;Hagen;Märkische Straße;6a;32390829,017;5689644,547;5243;24
58135;Hagen;Märkische Straße;8;32390832,019;5689667,088;5243;24
58135;Hagen;Märkische Straße;9;32390839,39;5689693,513;5243;24
58135;Hagen;Märkische Straße;10;32390844,658;5689673,018;5243;24
58135;Hagen;Märkische Straße;12;32390855,615;5689678,184;5243;24
58135;Hagen;Märkische Straße;14;32390866,14;5689683,136;5243;24
