version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6037;6037 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;626;626;2;624;143;156;99;40;75;13;9;11;26;12;37;3
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6038;6038 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;563;563;3;560;100;171;77;23;59;11;7;8;7;31;46;20
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4203;4203 Untere Selbecker Str.;15.09.2025 09:03:13 809;1008;224;0;1232;237;0;0;237;50;37;2;85;13;6;11;5;1;2;1;24
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4204;4204 Hüttenbergstr.;15.09.2025 09:03:13 809;770;253;0;1023;262;;5;257;52;52;11;100;9;5;13;11;3;0;0;1
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4205;4205 Franzstraße;15.09.2025 09:03:13 809;748;85;0;833;148;0;2;146;35;12;3;66;3;4;9;8;0;1;0;5
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4211;4211 Sunderlohstr.;15.09.2025 09:03:13 809;557;124;0;681;169;0;1;168;39;33;19;51;6;11;2;0;2;0;5;0
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4212;4212 Selbecke;15.09.2025 09:03:13 809;749;260;0;1009;308;;1;307;72;64;14;105;5;9;17;6;0;2;1;12
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4213;4213 Gesamtschule Eilpe;15.09.2025 09:03:13 809;760;202;0;962;298;3;3;295;75;56;19;86;13;3;12;4;0;5;0;22
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4214;4214 In der Welle;15.09.2025 09:03:13 809;1295;339;0;1634;503;;11;492;119;76;25;159;32;15;21;17;1;3;1;23
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4215;4215 Hohenfor;15.09.2025 09:03:13 809;724;209;0;933;255;0;2;253;88;39;10;81;6;7;11;2;0;1;0;8
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4221;4221 Delstern-Süd;15.09.2025 09:03:13 809;434;168;0;602;180;0;6;174;35;29;23;48;8;2;17;7;1;0;1;3
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4222;4222 Zum Bollwerk / Ambrock;15.09.2025 09:03:13 809;764;280;0;1044;409;2;8;401;57;118;38;138;8;5;15;3;1;15;0;3
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4223;4223 Priorei;15.09.2025 09:03:13 809;647;236;0;883;285;5;3;282;40;77;19;106;7;8;9;6;3;4;2;1
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4224;4224 Rummenohl;15.09.2025 09:03:13 809;686;274;0;960;328;;1;327;67;76;32;99;12;13;12;8;0;2;1;5
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;4225;4225 Zum Hohenhof / Sürenhagen;15.09.2025 09:03:13 809;742;402;0;1144;429;;6;423;96;116;42;108;6;11;16;15;2;1;2;8
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6040;6040 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;485;485;0;485;160;85;27;98;21;8;17;22;2;5;2;38
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6041;6041 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;497;497;2;495;155;112;33;91;31;18;15;10;2;4;2;22
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6042;6042 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;461;461;4;457;153;81;24;72;24;5;20;29;2;5;4;38
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6043;6043 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;611;611;2;609;132;209;59;95;24;19;33;18;0;7;2;11
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6044;6044 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;594;594;2;592;118;196;68;98;24;34;24;13;1;9;3;4
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5231;5231 Jungfernbruch / Haus Harkorten;15.09.2025 09:03:13 809;1148;363;0;1511;442;;5;437;130;70;14;23;145;7;15;1;19;5;;8
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5232;5232 Büdding;15.09.2025 09:03:13 809;638;120;0;758;234;0;2;232;51;38;4;12;91;2;9;3;8;9;;5
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5233;5233 Spielbrinkstr.;15.09.2025 09:03:13 809;659;131;0;790;220;0;2;218;65;31;10;9;80;2;8;2;3;2;;6
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5234;5234 Geweke / Auf dem Gelling;15.09.2025 09:03:13 809;1083;463;0;1546;431;0;6;425;82;75;40;40;122;8;31;7;5;2;;13
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5235;5235 Tückingstr.;15.09.2025 09:03:13 809;958;309;0;1267;362;0;3;359;92;100;15;18;94;7;9;6;2;2;;14
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5241;5241 Hüttenplatz;15.09.2025 09:03:13 809;1162;192;0;1354;253;0;3;250;56;45;3;11;97;2;12;0;5;4;;15
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5242;5242 Tillmanns- / Kölner Str.;15.09.2025 09:03:13 809;1027;166;0;1193;155;;4;151;55;18;6;7;42;2;5;2;4;1;;9
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5243;5243 Leimstr. / Oedeweg;15.09.2025 09:03:13 809;1261;159;0;1420;234;2;2;232;69;18;7;10;83;3;14;5;9;4;;10
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5244;5244 Dickenbruchstr.;15.09.2025 09:03:13 809;997;220;0;1217;287;4;1;286;72;26;10;11;118;5;12;2;14;6;;10
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5251;5251 Steinplatz;15.09.2025 09:03:13 809;826;166;0;992;192;0;2;190;53;34;10;8;54;1;14;1;6;0;;9
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5252;5252 Am Postkopf;15.09.2025 09:03:13 809;771;113;0;884;148;;5;143;33;11;6;1;55;1;12;3;7;4;;10
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5253;5253 Klutert;15.09.2025 09:03:13 809;617;255;0;872;338;0;4;334;76;88;46;17;71;6;11;3;9;0;;7
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5254;5254 Hestert;15.09.2025 09:03:13 809;620;223;0;843;310;;5;305;72;80;26;10;73;10;17;4;3;2;;8
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5255;5255 Kettelbach;15.09.2025 09:03:13 809;788;275;0;1063;268;0;0;268;62;63;15;11;78;6;8;4;9;0;;12
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5256;5256 Am Karweg;15.09.2025 09:03:13 809;751;176;0;927;246;0;7;239;47;41;9;14;92;1;16;9;3;1;;6
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5261;5261 Baukloh;15.09.2025 09:03:13 809;978;455;0;1433;460;0;3;457;107;90;27;38;143;14;14;4;8;0;;12
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5262;5262 Ähren- / Twittingstr.;15.09.2025 09:03:13 809;955;154;0;1109;341;0;8;333;92;44;16;23;121;4;9;2;9;7;;6
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5263;5263 Grazer Str.;15.09.2025 09:03:13 809;744;209;0;953;271;0;2;269;60;36;23;12;86;7;14;2;8;3;;18
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5264;5264 Harkortstr.;15.09.2025 09:03:13 809;561;94;0;655;183;0;10;173;41;25;8;8;62;2;9;3;4;2;;9
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5265;5265 Westerbauer;15.09.2025 09:03:13 809;704;51;0;755;132;0;4;128;32;17;5;11;42;4;3;1;3;2;;8
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;5266;5266 Gabelsberger Str.;15.09.2025 09:03:13 809;731;155;0;886;305;0;4;301;78;49;11;15;115;7;5;2;7;7;;5
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6045;6045 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;545;545;1;544;210;97;31;32;106;10;23;5;19;7;;4
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6046;6046 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;689;689;7;682;162;169;64;70;113;14;18;11;11;4;;46
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6047;6047 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;291;291;0;291;83;44;14;11;60;3;10;0;14;10;;42
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6048;6048 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;310;310;0;310;89;33;17;24;69;2;21;6;19;2;;28
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6049;6049 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;452;452;1;451;141;106;38;33;56;8;4;3;23;4;;35
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6050;6050 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;606;606;1;605;159;159;40;56;109;15;32;7;11;3;;14
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6051;6051 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;742;742;0;742;254;150;53;73;128;12;16;3;16;3;;34
0.3;05914000;14.09.2025;Wahl der Bezirksvertretung;6052;6052 Briefwahlbezirk;15.09.2025 09:03:13 809;0;0;0;0;261;261;2;259;79;44;13;13;60;4;15;3;17;3;;8
