datum;ags;Strassen-Name;Hausnummern-Bereich;PLZ;Ortsteil;Bezirk-Nr
13.09.2020;05914000;Krambergstr.;1-57 ung.;;;2123
13.09.2020;05914000;Kratzkopfstr.;;;;1014
13.09.2020;05914000;Kreishausstr.;;;;1022
13.09.2020;05914000;Kreuzweg;;;;2114
13.09.2020;05914000;Kronenburgstr.;;;;3183
13.09.2020;05914000;Krummewiese;;;;4224
13.09.2020;05914000;Küferstr.;1-7 ung.;;;1083
13.09.2020;05914000;Küferstr.;2-8 ger.;;;1082
13.09.2020;05914000;Kuhlen Hardt;;;;1101
13.09.2020;05914000;Kuhlestr.;;;;1101
13.09.2020;05914000;Külpestr.;1-20;;;2123
13.09.2020;05914000;Külpestr.;21-25;;;2124
13.09.2020;05914000;Kumbruchstr.;;;;1063
13.09.2020;05914000;Kurfürstenstr.;3-16;;;4204
13.09.2020;05914000;Kurfürstenstr.;18,20;;;4203
13.09.2020;05914000;Kurt-Schumacher-Ring;;;;5242
13.09.2020;05914000;Kurze Str.;;;;5251
13.09.2020;05914000;Küsterskamp;;;;3164
13.09.2020;05914000;Laake;;;;4214
13.09.2020;05914000;Lahmen Hasen;;;;3183
13.09.2020;05914000;Lahnstr.;1-13;;;1025
13.09.2020;05914000;Lahnstr.;15-30;;;1033
13.09.2020;05914000;Lange Str.;51-57 ung.,58-94,96-142 ger.;;;1091
13.09.2020;05914000;Lange Str.;95-133 ung.;;;1094
13.09.2020;05914000;Lange Str.;2-50,52;;;1106
13.09.2020;05914000;Langenbeckstr.;;;;1044
13.09.2020;05914000;Langenkampstr.;;;;3176
13.09.2020;05914000;Lassallestr.;;;;2135
13.09.2020;05914000;Lauweriksstr.;;;;2132
13.09.2020;05914000;Lehrer-Schröder-Weg;;;;3191
13.09.2020;05914000;Lehrkind;;;;4222
13.09.2020;05914000;Leiblstr.;1-8;;;1082
13.09.2020;05914000;Leiblstr.;10-26;;;1084
13.09.2020;05914000;Leimstr.;18-46 ger.,47-83;;;5243
13.09.2020;05914000;Leimstr.;1-17,19-45 ung.;;;5251
13.09.2020;05914000;Lenaustr.;;;;2153
13.09.2020;05914000;Lennestr.;26-77;;;3161
13.09.2020;05914000;Lennestr.;78-92;;;3162
13.09.2020;05914000;Lenneuferstr.;;;;3184
13.09.2020;05914000;Lenzmannstr.;;;;1013
13.09.2020;05914000;Leopoldstr.;10-48,52;;;1101
13.09.2020;05914000;Leopoldstr.;49-57 ung.;;;1102
13.09.2020;05914000;Lerchenfeld;;;;5232
13.09.2020;05914000;Lerchenweg;;;;3194
13.09.2020;05914000;Lessingstr.;1-30;;;2142
13.09.2020;05914000;Lessingstr.;31-67;;;2144
13.09.2020;05914000;Letmather Str.;67-73 ung.;;;3171
13.09.2020;05914000;Letmather Str.;1-65,72;;;3173
13.09.2020;05914000;Letterhausstr.;;;;2133
13.09.2020;05914000;Lichtenböcken;;;;3164
13.09.2020;05914000;Liebfrauenstr.;;;;2154
13.09.2020;05914000;Liebigstr.;10-16 ger.,27-41;;;1014
13.09.2020;05914000;Liebigstr.;1-21 ung.;;;1083
13.09.2020;05914000;Lievinstr.;;;;3174
13.09.2020;05914000;Ligusterweg;;;;4222
13.09.2020;05914000;Lilienstr.;23-31 ung.,40-48;;;1065
13.09.2020;05914000;Lilienstr.;1-22,24-36 ger.;;;1081
13.09.2020;05914000;Lilienthalstr.;;;;1073
13.09.2020;05914000;Lindenbergstr.;16-36;;;3174
13.09.2020;05914000;Lindenbergstr.;2-13;;;3175
13.09.2020;05914000;Lindenstr.;;;;2154
13.09.2020;05914000;Linnenkamp;;;;2134
13.09.2020;05914000;Linnufer;;;;3164
13.09.2020;05914000;Linscheid;;;;4223
13.09.2020;05914000;Linscheid Brechtefeld;;;;4223
13.09.2020;05914000;Linzer Str.;;;;5232
13.09.2020;05914000;Lippestr.;;;;1025
13.09.2020;05914000;Lohestr.;;;;1062
13.09.2020;05914000;Lohmannstr.;;;;3176
13.09.2020;05914000;Lolochstr.;;;;3185
13.09.2020;05914000;Lönsweg;;;;2145
13.09.2020;05914000;Lortzingstr.;4-14;;;1055
13.09.2020;05914000;Lortzingstr.;16-22;;;1054
13.09.2020;05914000;Lothringer Str.;;;;4214
13.09.2020;05914000;Louise-Märcker-Str.;17-27;;;5264
13.09.2020;05914000;Louise-Märcker-Str.;2-15;;;5231
13.09.2020;05914000;Louise-Märcker-Str.;33-39;;;5262
13.09.2020;05914000;Louise-Schröder-Str.;;;;2133
13.09.2020;05914000;Loxbaumstr.;38-58 ger.;;;1052
13.09.2020;05914000;Loxbaumstr.;2-37,39-113 ung.;;;1044
13.09.2020;05914000;Lücköge;;;;4222
13.09.2020;05914000;Luisenstr.;;;;4204
13.09.2020;05914000;Lukasstr.;;;;1085
13.09.2020;05914000;Lüling;;;;4221
13.09.2020;05914000;Lürwald;;;;3164
13.09.2020;05914000;Lütkehofstr.;;;;4214
13.09.2020;05914000;Lütkenheider Str.;;;;2112
13.09.2020;05914000;Lützowstr.;45-71 ung.;;;1023
13.09.2020;05914000;Lützowstr.;66-72 ger.;;;1084
13.09.2020;05914000;Lützowstr.;74-138 ger.;;;1081
13.09.2020;05914000;Lützowstr.;1-19 ung.,50-64 ger.;;;1082
13.09.2020;05914000;Lützowstr.;2-46 ger.;;;1083
13.09.2020;05914000;Lützowstr.;73-113 ung.;;;1054
13.09.2020;05914000;Lycker Str.;;;;2151
13.09.2020;05914000;Mäcking;;;;4212
13.09.2020;05914000;Mainstr.;;;;1025
13.09.2020;05914000;Mallnitzer Str.;;;;1062
13.09.2020;05914000;Malmedystr.;;;;1061
13.09.2020;05914000;Malmkestr.;1-24;;;2142
13.09.2020;05914000;Malmkestr.;66;;;2114
13.09.2020;05914000;Malmkestr.;25-62;;;2144
13.09.2020;05914000;Margaretenstr.;;;;1102
13.09.2020;05914000;Mariengasse;;;;1013
13.09.2020;05914000;Marienstr.;;;;1013
13.09.2020;05914000;Markanastr.;;;;5241
13.09.2020;05914000;Märkische Str.;;;;5243
13.09.2020;05914000;Märkischer Ring;54-60 ger.,83-95 ung.;;;1021
13.09.2020;05914000;Märkischer Ring;90-100 ger.,101-116,120,122;;;1014
13.09.2020;05914000;Märkischer Ring;43-77 ung.;;;1022
13.09.2020;05914000;Märkischer Ring;19-41;;;1024
13.09.2020;05914000;Märkischer Ring;1-17;;;1031
13.09.2020;05914000;Märkischer Ring;117,119;;;4201
13.09.2020;05914000;Markland;;;;4222
13.09.2020;05914000;Markt;;;;3176
13.09.2020;05914000;Marktstr.;;;;3192
13.09.2020;05914000;Martin-Luther-Str.;;;;1011
13.09.2020;05914000;Martinstr.;;;;5266
13.09.2020;05914000;Masurenstr.;;;;2151
13.09.2020;05914000;Mauerstr.;;;;1106
13.09.2020;05914000;Max-Beckmann-Str.;;;;1081
13.09.2020;05914000;Max-Planck-Str.;;;;1074
13.09.2020;05914000;Mecklenburger Str.;;;;2151
13.09.2020;05914000;Memeler Str.;1-9;;;2125
13.09.2020;05914000;Memeler Str.;10-30;;;2116
13.09.2020;05914000;Metzer Str.;1-5 ung.;;;4215
13.09.2020;05914000;Metzer Str.;2-22 ger.,23-48;;;4213
13.09.2020;05914000;Michaelstr.;;;;1102
13.09.2020;05914000;Middendorfweg;;;;3193
13.09.2020;05914000;Milchenbach;;;;4221
13.09.2020;05914000;Milly-Steger-Str.;;;;1063
13.09.2020;05914000;Minervastr.;1-4;;;1103
13.09.2020;05914000;Minervastr.;8,15-45;;;1091
13.09.2020;05914000;Minervastr.;9,11;;;1092
13.09.2020;05914000;Mittelstr.;;;;1013
13.09.2020;05914000;Möllerstr.;8-108 ger.;;;3175
13.09.2020;05914000;Möllerstr.;45-115 ung.;;;3172
13.09.2020;05914000;Möllerstr.;17-35 ung.;;;3194
13.09.2020;05914000;Möllerstr.;3-7 ung.;;;3192
13.09.2020;05914000;Mollstr.;;;;1021
13.09.2020;05914000;Moltkestr.;;;;1105
13.09.2020;05914000;Mönigfeld;;;;4224
13.09.2020;05914000;Monschauer Str.;;;;1061
13.09.2020;05914000;Moosweg;;;;4222
13.09.2020;05914000;Mörikeweg;;;;2144
13.09.2020;05914000;Moselstr.;;;;1034
13.09.2020;05914000;Mozartstr.;;;;3193
13.09.2020;05914000;Mühlbachstr.;;;;4222
13.09.2020;05914000;Mühlenbergstr.;;;;3176
13.09.2020;05914000;Mühlenbrinkstr.;;;;2154
13.09.2020;05914000;Mühlenstr.;;;;4201
13.09.2020;05914000;Mühlenteichstr.;;;;3183
13.09.2020;05914000;Muhler Str.;;;;4224
13.09.2020;05914000;Mühlhauser Str.;;;;4214
13.09.2020;05914000;Nachtigallenstr.;;;;1093
13.09.2020;05914000;Nahestr.;5-16;;;1025
13.09.2020;05914000;Nahestr.;2,4;;;1034
13.09.2020;05914000;Nahmerbach;;;;3183
13.09.2020;05914000;Nahmertal;;;;3183
13.09.2020;05914000;Natorpstr.;;;;1014
13.09.2020;05914000;Neckarstr.;;;;1034
13.09.2020;05914000;Neisenstr.;;;;2126
13.09.2020;05914000;Nelkenstr.;;;;1081
13.09.2020;05914000;Neue Str.;2-26,28-36 ger.;;;5265
13.09.2020;05914000;Neue Str.;27-35 ung.;;;5266
13.09.2020;05914000;Neuer Kronocken;;;;3166
13.09.2020;05914000;Neuer Mühlenweg;;;;2126
13.09.2020;05914000;Neuer Schloßweg;1-49 ung.;;;3184
13.09.2020;05914000;Neuer Schloßweg;2-48 ger.;;;3185
13.09.2020;05914000;Neumarktstr.;1,2,3-24;;;1011
13.09.2020;05914000;Neumarktstr.;1,2;;;1021
13.09.2020;05914000;Niederkattwinkel;;;;4223
13.09.2020;05914000;Niedernhofstr.;;;;2112
13.09.2020;05914000;Niederstr.;;;;3181
13.09.2020;05914000;Niggenbölling;;;;4225
13.09.2020;05914000;Nimmertal;18,31-135;;;3183
13.09.2020;05914000;Nimmertal;7,25;;;4225
13.09.2020;05914000;Nöckel;;;;5253
13.09.2020;05914000;Nockenwiese;;;;4221
13.09.2020;05914000;Nöhstr.;1-16;;;2152
13.09.2020;05914000;Nöhstr.;17-47;;;2154
13.09.2020;05914000;Nordhellestr.;;;;4225
13.09.2020;05914000;Nordstr.;;;;5265
13.09.2020;05914000;Obere Hasselbach;;;;3165
13.09.2020;05914000;Obere Isenbergstr.;;;;3184
13.09.2020;05914000;Obere Rehstr.;;;;1094
13.09.2020;05914000;Obere Spiekerstr.;;;;5243
13.09.2020;05914000;Obere Stormstr.;;;;2141
13.09.2020;05914000;Obere Wasserstr.;;;;1014
13.09.2020;05914000;Oberer Altlohweg;;;;1072
13.09.2020;05914000;Oberkattwinkel;;;;4223
13.09.2020;05914000;Obernahmerstr.;;;;3183
13.09.2020;05914000;Oberste Hülsberg;;;;2151
13.09.2020;05914000;Odenwaldstr.;;;;3162
13.09.2020;05914000;Oedenburgstr.;;;;5232
13.09.2020;05914000;Oedeweg;;;;5243
13.09.2020;05914000;Oeger Holz;;;;3181
13.09.2020;05914000;Oeger Str.;;;;3181
13.09.2020;05914000;Oelmühler Str.;;;;4224
13.09.2020;05914000;Ophauser Str.;;;;2111
13.09.2020;05914000;Ortstr.;;;;3182
13.09.2020;05914000;Osemundstr.;;;;4223
13.09.2020;05914000;Ostfalenweg;;;;3192
13.09.2020;05914000;Ostfeldstr.;;;;3175
13.09.2020;05914000;Osthofstr.;34-68;;;2114
13.09.2020;05914000;Osthofstr.;2-31;;;2115
13.09.2020;05914000;Ostpreußenstr.;;;;2152
13.09.2020;05914000;Oststr.;;;;3181
13.09.2020;05914000;Ottostr.;;;;1102
13.09.2020;05914000;Overbergstr.;107-136;;;2143
13.09.2020;05914000;Overbergstr.;38-106;;;2145
13.09.2020;05914000;Papenstück;;;;2144
13.09.2020;05914000;Pappelstr.;51-76;;;2131
13.09.2020;05914000;Pappelstr.;1-36;;;2136
13.09.2020;05914000;Parkhaus;;;;1093
13.09.2020;05914000;Parkstr.;;;;4225
13.09.2020;05914000;Paschestr.;;;;1091
13.09.2020;05914000;Pastorenberg;;;;3171
13.09.2020;05914000;Paul-Schulte-Weg;;;;5261
13.09.2020;05914000;Pelmkestr.;4-41,43-51 ung.;;;1092
13.09.2020;05914000;Pelmkestr.;51-111 ung.;;;1093
13.09.2020;05914000;Pelmkestr.;42-80 ger.;;;1094
13.09.2020;05914000;Pettenkoferstr.;;;;1044
13.09.2020;05914000;Pfadstr.;;;;5254
13.09.2020;05914000;Pfälzer Str.;;;;5253
13.09.2020;05914000;Pfarrweg;;;;3191
13.09.2020;05914000;Pfauenweg;;;;1062
13.09.2020;05914000;Pfefferstück;;;;1041
13.09.2020;05914000;Philippstr.;;;;1103
13.09.2020;05914000;Piepenbrink;;;;3191
13.09.2020;05914000;Piepenstockstr.;;;;3181
13.09.2020;05914000;Pieperstr.;;;;2131
13.09.2020;05914000;Pillauer Str.;;;;2116
13.09.2020;05914000;Pivitt;2-6 ger.;;;2131
13.09.2020;05914000;Pivitt;7-16;;;2136
13.09.2020;05914000;Plessenstr.;;;;1103
13.09.2020;05914000;Pommernstr.;;;;2151
13.09.2020;05914000;Posener Str.;1;;;2115
13.09.2020;05914000;Posener Str.;2-20;;;2125
13.09.2020;05914000;Poststr.;20-38 ger.;;;2121
13.09.2020;05914000;Poststr.;1-19,21-51 ung.;;;2122
13.09.2020;05914000;Potthofstr.;;;;1014
13.09.2020;05914000;Preinstr.;;;;3176
13.09.2020;05914000;Prentzelstr.;;;;1013
13.09.2020;05914000;Preselweg;;;;5242
13.09.2020;05914000;Preußerstr.;;;;5241
13.09.2020;05914000;Prioreier Str.;;;;4223
13.09.2020;05914000;Probstkowenstr.;;;;3183
13.09.2020;05914000;Prof.-Dr.-Schemann-Weg;;;;4213
13.09.2020;05914000;Profilstr.;;;;3162
13.09.2020;05914000;Quellenweg;;;;2126
13.09.2020;05914000;Raffenbergstr.;;;;3185
13.09.2020;05914000;Raiffeisenstr.;;;;1074
13.09.2020;05914000;Randweg;;;;1025
13.09.2020;05914000;Rapunzelweg;;;;5261
13.09.2020;05914000;Rathausstr.;14-22 ger.;;;1013
13.09.2020;05914000;Rathausstr.;19-29 ung.;;;1021
13.09.2020;05914000;Reckhammer;;;;4223
13.09.2020;05914000;Redlinghausstr.;;;;3163
13.09.2020;05914000;Regerstr.;2-18 ger.;;;1054
13.09.2020;05914000;Regerstr.;1-19 ung.;;;1055
13.09.2020;05914000;Reginenstr.;;;;1102
13.09.2020;05914000;Rehbecke;;;;4223
13.09.2020;05914000;Rehdeicke;;;;2151
13.09.2020;05914000;Reher Heide;;;;3165
13.09.2020;05914000;Rehsieper Weg;;;;5243
13.09.2020;05914000;Rehstr.;21-33 ung.;;;1091
13.09.2020;05914000;Rehstr.;40-49;;;1094
13.09.2020;05914000;Rehstr.;17;;;1103
13.09.2020;05914000;Reichsbahnstr.;;;;2111
13.09.2020;05914000;Rembergstr.;29-85 ung.;;;1082
13.09.2020;05914000;Rembergstr.;5,7,8-28,30-44 ger.;;;1083
13.09.2020;05914000;Rembergstr.;2-8 ger.;;;1014
13.09.2020;05914000;Rembergstr.;52-84 ger.;;;1085
13.09.2020;05914000;Rembrandtstr.;6-48 ger.;;;1082
13.09.2020;05914000;Rembrandtstr.;1-47 ung.;;;1084
13.09.2020;05914000;Rennsteigweg;;;;3162
13.09.2020;05914000;Revelstr.;;;;2111
13.09.2020;05914000;Rheinstr.;1-11,13-49 ung.;;;1024
13.09.2020;05914000;Rheinstr.;30,67-77;;;1025
13.09.2020;05914000;Rheinstr.;12-24 ger.,51-65;;;1034
13.09.2020;05914000;Rhönstr.;;;;3162
13.09.2020;05914000;Ribberthof;;;;4222
13.09.2020;05914000;Ribbertstr.;;;;4222
13.09.2020;05914000;Richard-Römer-Str.;;;;3165
13.09.2020;05914000;Richard-Wagner-Str.;;;;1093
13.09.2020;05914000;Riegerbusch;60-164;;;4213
13.09.2020;05914000;Riegerbusch;2-58;;;4215
13.09.2020;05914000;Riegestr.;20-32;;;4203
13.09.2020;05914000;Riegestr.;2-18;;;4204
13.09.2020;05914000;Riemerschmidstr.;;;;1061
13.09.2020;05914000;Riepegelle;;;;4225
13.09.2020;05914000;Riepenberg;;;;4213
13.09.2020;05914000;Ringstr.;;;;4224
13.09.2020;05914000;Rissenkamp;;;;1083
13.09.2020;05914000;Rissestr.;4-12 ger.,35-59;;;1061
13.09.2020;05914000;Rissestr.;1-13 ung.;;;1062
13.09.2020;05914000;Rissestr.;2;;;1085
13.09.2020;05914000;Ritterstr.;;;;1043
13.09.2020;05914000;Robert-Kolb-Weg;;;;4211
13.09.2020;05914000;Roderberg;;;;5234
13.09.2020;05914000;Rodersiepen;;;;5235
13.09.2020;05914000;Roggenkamp;1-9 ung.;;;1064
13.09.2020;05914000;Roggenkamp;2-12 ger.;;;1065
13.09.2020;05914000;Röhrenspring;;;;3162
13.09.2020;05914000;Rohrstr.;;;;3162
13.09.2020;05914000;Rolandstr.;1-30;;;5243
13.09.2020;05914000;Rolandstr.;32-80;;;5252
13.09.2020;05914000;Roland-Volme;;;;4224
13.09.2020;05914000;Rölveder Str.;;;;4224
13.09.2020;05914000;Romachstr.;;;;5252
13.09.2020;05914000;Römers Hof;;;;5235
13.09.2020;05914000;Rönselstr.;;;;5244
13.09.2020;05914000;Röntgenstr.;8-36 ger.;;;1042
13.09.2020;05914000;Röntgenstr.;2-7,9-13 ung.;;;1032
13.09.2020;05914000;Roonstr.;2-24 ger.;;;1092
13.09.2020;05914000;Roonstr.;1-19 ung.;;;1105
13.09.2020;05914000;Rosenstr.;56-78,95-135 ung.;;;1081
13.09.2020;05914000;Rosenstr.;80-118 ger.,137-153;;;1065
13.09.2020;05914000;Roßbacher Str.;2-16 ger.;;;1031
13.09.2020;05914000;Roßbacher Str.;1-7 ung.;;;1033
13.09.2020;05914000;Rotdornweg;;;;1065
13.09.2020;05914000;Rotkäppchenweg;;;;5261
13.09.2020;05914000;Rubensstr.;;;;1084
13.09.2020;05914000;Rudolfstr.;2-6,10;;;1101
13.09.2020;05914000;Rudolfstr.;7-11 ung.,12-51;;;1102
13.09.2020;05914000;Rüggebein;;;;4223
13.09.2020;05914000;Rüggeweg;;;;3162
13.09.2020;05914000;Ruhreckstr.;;;;2112
13.09.2020;05914000;Ruhrstr.;;;;1022
13.09.2020;05914000;Ruhrtalstr.;;;;2126
13.09.2020;05914000;Rummenohler Str.;;;;4224
13.09.2020;05914000;Rumscheid;;;;4225
13.09.2020;05914000;Rumscheider Weg;;;;4225
13.09.2020;05914000;Rüttstr.;;;;2114
13.09.2020;05914000;Saarstr.;;;;1025
13.09.2020;05914000;Saatland;;;;3171
13.09.2020;05914000;Sachsenstr.;;;;5253
13.09.2020;05914000;Salmuthstr.;;;;4224
13.09.2020;05914000;Salzburger Str.;3-27 ung.;;;5232
13.09.2020;05914000;Salzburger Str.;2-44 ger.;;;5233
13.09.2020;05914000;Sauerlandstr.;1-18;;;2134
13.09.2020;05914000;Sauerlandstr.;31-78;;;3162
13.09.2020;05914000;Schabergstr.;;;;1085
13.09.2020;05914000;Schälk;;;;3165
13.09.2020;05914000;Schälker Landstr.;;;;3165
13.09.2020;05914000;Scharnhorststr.;6-28 ger.,29-64;;;1054
13.09.2020;05914000;Scharnhorststr.;9-27 ung.;;;1055
13.09.2020;05914000;Scharnhorststr.;1-5,7;;;1023
13.09.2020;05914000;Schaumburger Str.;;;;5235
13.09.2020;05914000;Scheffelau;;;;3173
13.09.2020;05914000;Schemm;;;;4223
13.09.2020;05914000;Schiefe Hardt;;;;1072
13.09.2020;05914000;Schieferstr.;1-23 ung.,24-56;;;2121
13.09.2020;05914000;Schieferstr.;2-18 ger.;;;2122
13.09.2020;05914000;Schillerstr.;;;;2153
13.09.2020;05914000;Schillstr.;4,6;;;1083
13.09.2020;05914000;Schillstr.;1-9 ung.;;;1084
13.09.2020;05914000;Schlackenmühle;;;;5253
13.09.2020;05914000;Schlehenweg;;;;1065
13.09.2020;05914000;Schleidener Str.;;;;1061
13.09.2020;05914000;Schleipenbergstr.;;;;3183
13.09.2020;05914000;Schlesierstr.;;;;5254
13.09.2020;05914000;Schleswiger Str.;;;;2151
13.09.2020;05914000;Schlickmannstr.;;;;2152
13.09.2020;05914000;Schliggenstr.;;;;4225
13.09.2020;05914000;Schloßblick;;;;3182
13.09.2020;05914000;Schlössersbusch;6-26 ger.;;;4213
13.09.2020;05914000;Schlössersbusch;1-5,7-19 ung.;;;4215
13.09.2020;05914000;Schmale Str.;6-22;;;1033
13.09.2020;05914000;Schmale Str.;2;;;1031
13.09.2020;05914000;Schmalenbeckstr.;45;;;1074
13.09.2020;05914000;Schmalenbeckstr.;1-16;;;3191
13.09.2020;05914000;Schmiedestr.;;;;4203
13.09.2020;05914000;Schmittauer Str.;;;;3183
13.09.2020;05914000;Schmittewinkel;;;;2134
13.09.2020;05914000;Schneewittchenweg;;;;5261
13.09.2020;05914000;Schneiderstr.;;;;1044
13.09.2020;05914000;Schubertstr.;;;;1093
13.09.2020;05914000;Schülinghauser Str.;;;;5263
13.09.2020;05914000;Schulstr.;;;;4201
13.09.2020;05914000;Schultenhardtstr.;1-27 ung.;;;1071
13.09.2020;05914000;Schultenhardtstr.;4-32 ger.;;;1072
13.09.2020;05914000;Schultenstr.;;;;2125
13.09.2020;05914000;Schumannstr.;;;;1093
13.09.2020;05914000;Schürmannstr.;;;;1021
13.09.2020;05914000;Schusterweg;;;;1044
13.09.2020;05914000;Schützenstr.;4-42 ger.;;;5254
13.09.2020;05914000;Schützenstr.;3-43 ung.;;;5252
13.09.2020;05914000;Schwalbenweg;;;;3194
13.09.2020;05914000;Schwanenstr.;;;;1103
13.09.2020;05914000;Schwarzwaldstr.;;;;3161
13.09.2020;05914000;Schwelmstück;;;;1073
13.09.2020;05914000;Schwerter Str.;202-268 ger.;;;2122
13.09.2020;05914000;Schwerter Str.;241-259 ung.;;;2124
13.09.2020;05914000;Schwerter Str.;24;;;2142
13.09.2020;05914000;Schwerter Str.;1-16;;;2153
13.09.2020;05914000;Schwerter Str.;141-160;;;2115
13.09.2020;05914000;Schwerter Str.;98-138 ger.;;;2114
13.09.2020;05914000;Schwerter Str.;107-135 ung.;;;2113
13.09.2020;05914000;Schwerter Str.;25-91 ung.;;;2112
13.09.2020;05914000;Schwerter Str.;165-239 ung.;;;2123
13.09.2020;05914000;Sedanstr.;;;;1031
13.09.2020;05914000;Seestr.;;;;2116
13.09.2020;05914000;Seilerstr.;17;;;1043
13.09.2020;05914000;Seilerstr.;2-24 ger.;;;1044
13.09.2020;05914000;Selbecker Stieg;;;;4212
13.09.2020;05914000;Selbecker Str.;1-86,92-116 ger.;;;4203
13.09.2020;05914000;Selbecker Str.;91-115 ung.,120-288;;;4212
13.09.2020;05914000;Selkinghausen;;;;4225
13.09.2020;05914000;Sennbrink;;;;3163
13.09.2020;05914000;Siedlerstr.;2-14 ger.;;;1041
13.09.2020;05914000;Siedlerstr.;1-13 ung.;;;1043
13.09.2020;05914000;Siegstr.;1-21,23-31 ung.;;;1025
13.09.2020;05914000;Siegstr.;22-32 ger.,33-47;;;1033
13.09.2020;05914000;Siemensstr.;16-30 ger.;;;1091
13.09.2020;05914000;Siemensstr.;1-39 ung.;;;1092
13.09.2020;05914000;Siepen-Dahl;;;;4225
13.09.2020;05914000;Sievekingstr.;;;;2131
13.09.2020;05914000;Silscheder Str.;;;;5261
13.09.2020;05914000;Södingstr.;;;;1104
13.09.2020;05914000;Sollingweg;;;;3162
13.09.2020;05914000;Sommerhagener Weg;;;;4223
13.09.2020;05914000;Sonderburgstr.;;;;1053
13.09.2020;05914000;Sonnenfeld;;;;3163
13.09.2020;05914000;Sonnenlandstr.;;;;1044
13.09.2020;05914000;Sonnenstr.;;;;5263
13.09.2020;05914000;Sonntagstr.;;;;2142
13.09.2020;05914000;Spannstiftstr.;;;;3165
13.09.2020;05914000;Sperberweg;;;;1062
13.09.2020;05914000;Spessartstr.;;;;3161
13.09.2020;05914000;Spichernstr.;;;;1033
13.09.2020;05914000;Spielbrinkstr.;;;;5233
13.09.2020;05914000;Spinngasse;;;;1012
13.09.2020;05914000;Sporbecker Weg;9-20;;;2152
13.09.2020;05914000;Sporbecker Weg;30-58;;;2154
13.09.2020;05914000;Springe;;;;4201
13.09.2020;05914000;Springmannstr.;;;;1021
13.09.2020;05914000;Sprinkstück;;;;3163
13.09.2020;05914000;Stadeweg;;;;3183
13.09.2020;05914000;Stadionstr.;7,16,22;;;1051
13.09.2020;05914000;Stadionstr.;1-6,8-12;;;1041
13.09.2020;05914000;Stadtgartenallee;;;;1093
13.09.2020;05914000;Stahlstr.;;;;4222
13.09.2020;05914000;Staplack;;;;4221
13.09.2020;05914000;Staplackstr.;;;;4221
13.09.2020;05914000;Starenweg;;;;1062
13.09.2020;05914000;Staudenweg;;;;4202
13.09.2020;05914000;Stegerwaldstr.;2-82 ger.;;;2133
13.09.2020;05914000;Stegerwaldstr.;1-91 ung.;;;2135
13.09.2020;05914000;Stehrstr.;;;;4225
13.09.2020;05914000;Steinbergweg;;;;2126
13.09.2020;05914000;Steinhausstr.;3,13;;;2115
13.09.2020;05914000;Steinhausstr.;4-12 ger.,82-88 ger.;;;2123
13.09.2020;05914000;Steinhausstr.;14-81,97-111;;;2124
13.09.2020;05914000;Steinplatz;;;;5251
13.09.2020;05914000;Steinruther Str.;;;;1062
13.09.2020;05914000;Steinstr.;;;;5251
13.09.2020;05914000;Steinuferweg;;;;3184
13.09.2020;05914000;Steltenbergstr.;1-27 ung.;;;3171
13.09.2020;05914000;Steltenbergstr.;18,30;;;3173
13.09.2020;05914000;Stennertstr.;;;;3176
13.09.2020;05914000;Stennesufer;;;;2131
13.09.2020;05914000;Stenney;;;;5242
13.09.2020;05914000;Sterbecker Tal;;;;4224
13.09.2020;05914000;Sternstr.;;;;1104
13.09.2020;05914000;Sterntalerweg;;;;5261
13.09.2020;05914000;Stettiner Str.;2-18 ger.;;;3192
13.09.2020;05914000;Stettiner Str.;1-23 ung.;;;3194
13.09.2020;05914000;Steubenstr.;;;;1052
13.09.2020;05914000;Stirnband;;;;1063
13.09.2020;05914000;Stollen;;;;4225
13.09.2020;05914000;Stolzestr.;;;;5244
13.09.2020;05914000;Stormstr.;;;;2141
13.09.2020;05914000;Straßburger Str.;;;;4213
13.09.2020;05914000;Stresemannstr.;;;;1011
13.09.2020;05914000;Strohmstr.;6-14 ger.;;;2142
13.09.2020;05914000;Strohmstr.;7-11 ung.;;;2145
13.09.2020;05914000;Stube;;;;4225
13.09.2020;05914000;Stukenweg;;;;2142
13.09.2020;05914000;Stüppenberg;;;;3164
13.09.2020;05914000;Sudetenstr.;1;;;3192
13.09.2020;05914000;Sudetenstr.;8-18;;;3194
13.09.2020;05914000;Sudfeldstr.;;;;3162
13.09.2020;05914000;Südhofstr.;;;;2114
13.09.2020;05914000;Südstr.;;;;5265
13.09.2020;05914000;Sunderlohstr.;;;;4211
13.09.2020;05914000;Sundernstr.;;;;3191
13.09.2020;05914000;Sürenhagen;;;;4225
13.09.2020;05914000;Swolinzkystr.;;;;5241
13.09.2020;05914000;Syburgweg;;;;3192
13.09.2020;05914000;Talsperrenweg;;;;5255
13.09.2020;05914000;Talstr.;;;;5242
13.09.2020;05914000;Tannenstr.;;;;1103
13.09.2020;05914000;Taubenstr.;;;;1103
13.09.2020;05914000;Taunusstr.;;;;3161
13.09.2020;05914000;Teichstr.;;;;2115
13.09.2020;05914000;Tennenweg;;;;2126
13.09.2020;05914000;Thaerstr.;;;;1083
13.09.2020;05914000;Theresenstr.;;;;1041
13.09.2020;05914000;Thomasstr.;;;;1102
13.09.2020;05914000;Thorn-Prikker-Str.;;;;1063
13.09.2020;05914000;Thünenstr.;;;;1083
13.09.2020;05914000;Thüringenstr.;;;;5253
