version;wahl-behoerde-gs;wahl-datum;wahl-name;wahl-leiter-gs;wahl-leiter-name;gebiet-ebene-5-nr;gebiet-ebene-5-name;gebiet-ebene-4-nr;gebiet-ebene-4-name;gebiet-ebene-3-nr;gebiet-ebene-3-name;gebiet-ebene-2-nr;gebiet-ebene-2-name;bezirk-nr;bezirk-name;BRIEFWAHLBEZIRK-NR;bezirk-art;bezirk-repräsentativ;kandidat-gebiet-nr;kandidat-gebiet-bezeichnung;stimmzettel-gebiet-nr;stimmzettel-gebiet-bezeichnung
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00525;005-25 Weinbrennerschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00526;005-26 Lessing-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00527;005-27 Weinbrennerschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00528;005-28 Helmholtz-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00529;005-29 Lessing-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weststadt;Weststadt;00530;005-30 Helmholtz-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00621;006-21 Rennbuckelschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00622;006-22 Werner-von-Siemens-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00623;006-23 Werner-von-Siemens-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00624;006-24 Werner-von-Siemens-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00625;006-25 Werner-von-Siemens-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Nordweststadt;Nordweststadt;00626;006-26 Rennbuckelschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00721;007-21 Friedrich-List-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00722;007-22 Heinrich-Meidinger-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00723;007-23 Lidellschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00724;007-24 Lidellschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00725;007-25 Lidellschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00726;007-26 Friedrich-List-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00727;007-27 Betreues Wohnen Klosterweg;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00728;007-28 Lidellschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oststadt;Oststadt;00729;007-29 Heinrich-Meidinger-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00821;008-21 Drais-Gemeinschaftsschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00822;008-22 Friedrich-Ebert-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00823;008-23 Vogesenschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00824;008-24 Vogesenschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00825;008-25 Drais-Gemeinschaftsschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00826;008-26 Friedrich-Ebert-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Mühlburg;Mühlburg;00827;008-27 Drais-Gemeinschaftsschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00921;009-21 Adam-Remmele-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00922;009-22 Adam-Remmele-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00923;009-23 Grundschule Daxlanden;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00924;009-24 Grundschule Daxlanden;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00925;009-25 Adam-Remmele-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Daxlanden;Daxlanden;00926;009-26 Adam-Remmele-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01021;010-21 Grundschule Knielingen;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01022;010-22 Viktor-von-Scheffel-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01023;010-23 Viktor-von-Scheffel-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01024;010-24 Viktor-von-Scheffel-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01025;010-25 Viktor-von-Scheffel-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Knielingen;Knielingen;01026;010-26 Viktor-von-Scheffel-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01121;011-21 Feuerwehrhaus Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01122;011-22 Grundschule Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01123;011-23 Grundschule Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01124;011-24 Grundschule Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01125;011-25 Grundschule Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grünwinkel;Grünwinkel;01126;011-26 Grundschule Grünwinkel;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oberreut;Oberreut;01221;012-21 Anne-Frank-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oberreut;Oberreut;01222;012-22 Anne-Frank-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oberreut;Oberreut;01223;012-23 Anne-Frank-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oberreut;Oberreut;01224;012-24 Anne-Frank-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Oberreut;Oberreut;01225;012-25 Anne-Frank-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Beiertheim-Bulach;Beiertheim-Bulach;01321;013-21 Grundschule Bulach;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Beiertheim-Bulach;Beiertheim-Bulach;01322;013-22 Grundschule Beiertheim;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Beiertheim-Bulach;Beiertheim-Bulach;01323;013-23 Grundschule Beiertheim;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Beiertheim-Bulach;Beiertheim-Bulach;01324;013-24 Grundschule Bulach;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Beiertheim-Bulach;Beiertheim-Bulach;01325;013-25 Grundschule Beiertheim;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weiherfeld-Dammerstock;Weiherfeld-Dammerstock;01421;014-21 Jugendheim St. Franziskus;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weiherfeld-Dammerstock;Weiherfeld-Dammerstock;01422;014-22 Weiherwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weiherfeld-Dammerstock;Weiherfeld-Dammerstock;01423;014-23 Jugendheim St. Franziskus;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Weiherfeld-Dammerstock;Weiherfeld-Dammerstock;01424;014-24 Weiherwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01521;015-21 Eichelgartenschule/Realschule Rüppurr;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01522;015-22 Riedschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01523;015-23 Riedschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01524;015-24 Eichelgartenschule/Realschule Rüppurr;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01525;015-25 Eichelgartenschule/Realschule Rüppurr;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rüppurr;Rüppurr;01526;015-26 Riedschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01621;016-21 Otto-Hahn-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01622;016-22 Eichendorffschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01623;016-23 Ernst-Reuter-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01624;016-24 Eichendorffschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01625;016-25 Europäische Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Waldstadt;Waldstadt;01626;016-26 Ernst-Reuter-Schule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rintheim;Rintheim;01721;017-21 Tulla-Realschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rintheim;Rintheim;01722;017-22 Tulla-Realschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Rintheim;Rintheim;01723;017-23 Tulla-Realschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Hagsfeld;Hagsfeld;01821;018-21 Sozialer Dienst - Bezirksgruppe Ost;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Hagsfeld;Hagsfeld;01822;018-22 Grundschule Hagsfeld;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Hagsfeld;Hagsfeld;01823;018-23 Grundschule Hagsfeld;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Hagsfeld;Hagsfeld;01824;018-24 Grundschule Hagsfeld;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01921;019-21 Oberwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01922;019-22 Oberwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01923;019-23 Friedrich-Realschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01924;019-24 Grundschule Bergwald;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01925;019-25 Karlsburg;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01926;019-26 Markgrafen-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01927;019-27 Markgrafen-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01928;019-28 Pestalozzischule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01929;019-29 Pestalozzischule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01930;019-30 Oberwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01931;019-31 Markgrafen-Gymnasium;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01932;019-32 Pestalozzischule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01933;019-33 Karlsburg;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Durlach;Durlach;01934;019-34 Oberwaldschule;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grötzingen;Grötzingen;02021;020-21 Kita Obere Setz;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grötzingen;Grötzingen;02022;020-22 Herbert-Schweizer-Haus-Begegnungsstätte Grötzingen;;W;;271;271 Karlsruhe-Stadt;;
0.3;08212000;23.02.2025;Bundestagswahl 2025;08212000;Stadt Karlsruhe;;;;;;;Grötzingen;Grötzingen;02023;020-23 Augustenburg Gemeinschaftsschule;;W;;271;271 Karlsruhe-Stadt;;
